time_s,vibration_mm_s
0.665000,0.909252
0.665500,-2.419858
0.666000,-4.658549
0.666500,-6.637120
0.667000,-6.187047
0.667500,-3.342302
0.668000,-1.490347
0.668500,1.338692
0.669000,3.960257
0.669500,4.474294
0.670000,2.780266
0.670500,-0.183520
0.671000,-2.243435
0.671500,-6.037187
0.672000,-8.127768
0.672500,-7.239281
0.673000,-5.506164
0.673500,-2.041445
0.674000,2.254688
0.674500,4.877402
0.675000,7.427604
0.675500,8.045821
0.676000,5.696811
0.676500,2.471764
0.677000,-0.627855
0.677500,-2.817775
0.678000,-3.464850
0.678500,-2.493122
0.679000,0.438130
0.679500,2.400791
0.680000,6.082708
0.680500,6.963031
0.681000,6.860882
0.681500,4.092516
0.682000,1.700573
0.682500,-1.986873
0.683000,-5.011155
0.683500,-7.351400
0.684000,-5.844760
0.684500,-3.730319
0.685000,-1.245886
0.685500,2.672444
0.686000,5.107123
0.686500,5.752662
0.687000,4.265632
0.687500,1.442646
0.688000,-1.661495
0.688500,-5.015517
0.689000,-8.656522
0.689500,-7.837269
0.690000,-6.159986
0.690500,-3.885498
0.691000,0.158157
0.691500,3.323914
0.692000,3.700036
0.692500,3.838436
0.693000,1.368390
0.693500,-1.351389
0.694000,-3.190668
0.694500,-5.632502
0.695000,-5.163781
0.695500,-4.204281
0.696000,0.577599
0.696500,3.893246
0.697000,6.884357
0.697500,9.061230
0.698000,8.192577
0.698500,7.244648
0.699000,3.328318
0.699500,-0.313320
0.700000,-3.451633
0.700500,-5.020499
0.701000,-4.189687
0.701500,-2.389078
0.702000,0.705933
0.702500,3.362234
0.703000,5.514802
0.703500,5.456039
0.704000,5.051706
0.704500,0.691503
0.705000,-1.569226
0.705500,-4.469756
0.706000,-6.983025
0.706500,-5.585004
0.707000,-4.192078
0.707500,-1.188170
0.708000,1.634751
0.708500,3.918773
0.709000,4.721375
0.709500,3.886679
0.710000,1.615756
0.710500,-2.386274
0.711000,-6.150379
0.711500,-7.609017
0.712000,-7.893843
0.712500,-6.364532
0.713000,-3.166040
0.713500,0.249330
0.714000,3.426244
0.714500,5.601119
0.715000,5.648267
0.715500,4.993977
0.716000,2.270866
0.716500,-0.744461
0.717000,-3.921239
0.717500,-3.961332
0.718000,-2.009167
0.718500,-0.259899
0.719000,3.332098
0.719500,5.545765
0.720000,8.391892
0.720500,7.680888
0.721000,5.915887
0.721500,3.413743
0.722000,-0.708598
0.722500,-4.673586
0.723000,-6.576331
0.723500,-6.347621
0.724000,-4.080162
0.724500,-1.209943
0.725000,2.001622
0.725500,5.260210
0.726000,5.553180
0.726500,5.561892
0.727000,2.109448
0.727500,-0.643585
0.728000,-4.505391
0.728500,-6.461461
0.729000,-7.626298
0.729500,-6.361815
0.730000,-3.161294
0.730500,0.232268
0.731000,2.546311
0.731500,3.386285
0.732000,2.987901
0.732500,0.982700
0.733000,-2.101748
0.733500,-4.311069
0.734000,-5.890497
0.734500,-6.642189
0.735000,-5.924945
0.735500,-1.911237
0.736000,2.042924
0.736500,6.600218
0.737000,7.570538
0.737500,8.512601
0.738000,7.914934
0.738500,4.506133
0.739000,1.067127
0.739500,-2.139551
0.740000,-3.754479
0.740500,-3.504570
0.741000,-2.402449
0.741500,1.056594
0.742000,3.047944
0.742500,5.757438
0.743000,6.159393
0.743500,4.514145
0.744000,1.965238
0.744500,-1.736722
0.745000,-5.053514
0.745500,-6.664035
0.746000,-7.072572
0.746500,-4.804774
0.747000,-2.418096
0.747500,1.666517
0.748000,3.582390
0.748500,4.997431
0.749000,4.245717
0.749500,2.571252
0.750000,-1.319731
0.750500,-5.067522
0.751000,-7.334019
0.751500,-9.211834
0.752000,-7.270622
0.752500,-3.717451
0.753000,-0.898064
0.753500,2.454409
0.754000,4.904059
0.754500,5.607216
0.755000,3.276828
0.755500,0.984560
0.756000,-1.048850
0.756500,-3.598094
0.757000,-3.565240
0.757500,-3.241286
0.758000,-1.360579
0.758500,2.293507
0.759000,4.963440
0.759500,8.129428
0.760000,8.528308
0.760500,6.867366
0.761000,4.351147
0.761500,0.577396
0.762000,-3.445970
0.762500,-6.418111
0.763000,-5.654803
0.763500,-4.155903
0.764000,-1.404718
0.764500,2.119782
0.765000,3.895486
0.765500,6.350119
0.766000,4.517555
0.766500,2.900980
0.767000,-1.352426
0.767500,-4.338178
0.768000,-5.690868
0.768500,-7.103894
0.769000,-5.562582
0.769500,-3.275547
0.770000,-0.267150
0.770500,3.085132
0.771000,3.949631
0.771500,3.084657
0.772000,1.525402
0.772500,-1.005513
0.773000,-4.321697
0.773500,-7.520495
0.774000,-7.962023
0.774500,-6.720158
0.775000,-3.725864
0.775500,-0.241185
0.776000,3.901013
0.776500,6.648161
0.777000,8.281656
0.777500,7.392966
0.778000,4.549409
0.778500,1.253664
0.779000,-1.452629
0.779500,-3.577464
0.780000,-3.761502
0.780500,-2.064334
0.781000,0.789031
0.781500,3.520694
0.782000,6.224869
0.782500,7.101199
0.783000,5.002835
0.783500,2.913044
0.784000,-0.743964
0.784500,-3.902472
0.785000,-6.289594
0.785500,-7.339913
0.786000,-5.853633
0.786500,-2.488781
0.787000,1.323910
0.787500,2.961665
0.788000,5.540390
0.788500,5.559487
0.789000,2.893498
0.789500,-0.165126
0.790000,-4.260056
0.790500,-6.843882
0.791000,-8.688397
0.791500,-8.318791
0.792000,-4.673904
0.792500,-2.161927
0.793000,1.302341
0.793500,3.201894
0.794000,3.855076
0.794500,3.284220
0.795000,0.693834
0.795500,-1.697205
0.796000,-3.976420
0.796500,-4.973157
0.797000,-4.156710
0.797500,-1.098260
0.798000,1.400017
0.798500,5.421522
0.799000,8.553578
0.799500,9.542291
0.800000,7.407211
0.800500,5.088639
0.801000,2.072304
0.801500,-1.839635
0.802000,-4.439313
0.802500,-5.336487
0.803000,-4.274150
0.803500,-1.453927
0.804000,1.446280
0.804500,4.196276
0.805000,5.594732
0.805500,4.870614
0.806000,3.252495
0.806500,1.029153
0.807000,-4.160827
0.807500,-5.790437
0.808000,-7.124824
0.808500,-5.672057
0.809000,-3.453111
0.809500,0.009661
0.810000,3.097290
0.810500,4.443111
0.811000,4.800391
0.811500,1.590730
0.812000,0.051864
0.812500,-3.930985
0.813000,-6.486563
0.813500,-8.714123
0.814000,-7.904725
0.814500,-5.027921
0.815000,-1.430365
0.815500,2.541605
0.816000,5.876259
0.816500,6.148467
0.817000,6.775367
0.817500,4.321947
0.818000,1.322157
0.818500,-1.961308
0.819000,-2.890541
0.819500,-4.147034
0.820000,-1.332295
0.820500,0.594233
0.821000,4.313850
0.821500,6.669648
0.822000,8.122212
0.822500,6.655461
0.823000,3.834992
0.823500,0.294269
0.824000,-2.618638
0.824500,-5.541359
0.825000,-6.822514
0.825500,-5.742022
0.826000,-3.670298
0.826500,0.484964
0.827000,2.730982
0.827500,5.622154
0.828000,5.456997
0.828500,4.597734
0.829000,0.098956
0.829500,-3.046126
0.830000,-5.244270
0.830500,-7.017139
0.831000,-7.464566
0.831500,-5.094429
0.832000,-2.134434
0.832500,1.121164
0.833000,3.003028
0.833500,3.969390
0.834000,2.346008
0.834500,0.636221
0.835000,-2.222450
0.835500,-5.058921
0.836000,-6.865512
0.836500,-5.247583
0.837000,-3.120968
0.837500,0.048777
0.838000,4.114458
0.838500,6.746765
0.839000,8.449658
0.839500,8.165705
0.840000,6.585762
0.840500,2.441142
0.841000,-0.555307
0.841500,-3.639867
0.842000,-4.329180
0.842500,-3.666041
0.843000,-0.963638
0.843500,1.454810
0.844000,3.710395
0.844500,5.252145
0.845000,5.332776
0.845500,3.074798
0.846000,0.598316
0.846500,-3.153762
0.847000,-4.683832
0.847500,-7.476656
0.848000,-6.000480
0.848500,-4.213444
0.849000,-0.739150
0.849500,2.638979
0.850000,3.704096
0.850500,5.047379
0.851000,4.153621
0.851500,0.190140
0.852000,-3.146527
0.852500,-6.015180
0.853000,-8.291175
0.853500,-8.352226
0.854000,-7.037106
0.854500,-2.551382
0.855000,0.858250
0.855500,3.575765
0.856000,5.661874
0.856500,5.201333
0.857000,3.435243
0.857500,1.173091
0.858000,-2.289605
0.858500,-3.051115
0.859000,-4.148578
0.859500,-2.255582
0.860000,1.672188
0.860500,4.697267
0.861000,7.067101
0.861500,8.000235
0.862000,7.613795
0.862500,5.489911
0.863000,1.914145
0.863500,-1.924779
0.864000,-4.876289
0.864500,-6.313852
0.865000,-6.232981
0.865500,-3.599423
0.866000,0.188917
0.866500,2.432777
0.867000,5.021069
0.867500,5.186167
0.868000,4.133415
0.868500,1.078503
0.869000,-1.619625
0.869500,-5.030324
0.870000,-7.480666
0.870500,-6.632698
0.871000,-5.441805
0.871500,-2.462148
0.872000,1.002530
0.872500,3.015169
0.873000,4.392126
0.873500,2.768729
0.874000,0.382894
0.874500,-2.811019
0.875000,-5.677867
0.875500,-6.689295
0.876000,-6.723387
0.876500,-4.230125
0.877000,-0.522747
0.877500,2.162369
0.878000,6.068002
0.878500,7.590395
0.879000,7.841029
0.879500,6.134288
0.880000,2.945154
0.880500,-0.372827
0.881000,-2.621718
0.881500,-4.188226
0.882000,-2.732833
0.882500,-1.295882
0.883000,3.113543
0.883500,4.529333
0.884000,6.340469
0.884500,5.695732
0.885000,5.036794
0.885500,1.660421
0.886000,-2.213405
0.886500,-5.803813
0.887000,-6.657590
0.887500,-6.793866
0.888000,-3.629392
0.888500,-0.682576
0.889000,2.335186
0.889500,3.706166
0.890000,5.006653
0.890500,4.477906
0.891000,1.890972
0.891500,-1.755035
0.892000,-6.214847
0.892500,-7.644522
0.893000,-7.738059
0.893500,-7.294051
0.894000,-3.694332
0.894500,-0.089438
0.895000,2.711186
0.895500,3.810312
0.896000,4.400717
0.896500,2.757227
0.897000,0.186968
0.897500,-2.684136
0.898000,-4.444203
0.898500,-4.507816
0.899000,-2.757478
0.899500,-0.071926
0.900000,3.487796
0.900500,6.883954
0.901000,7.934628
0.901500,8.848964
0.902000,6.693065
0.902500,3.356921
0.903000,-0.084786
0.903500,-4.465128
0.904000,-6.226649
0.904500,-5.192873
0.905000,-3.419508
0.905500,-0.365657
0.906000,2.490623
0.906500,5.182183
0.907000,5.943107
0.907500,4.600696
0.908000,1.649928
0.908500,-2.451102
0.909000,-4.376698
0.909500,-6.079165
0.910000,-6.457958
0.910500,-5.466954
0.911000,-2.017251
0.911500,1.216169
0.912000,3.983571
0.912500,4.027276
0.913000,3.481397
0.913500,1.447110
0.914000,-2.163243
0.914500,-5.876720
0.915000,-7.418726
0.915500,-7.722633
0.916000,-6.317431
0.916500,-3.074822
0.917000,0.672899
0.917500,5.006614
0.918000,6.443634
0.918500,7.134207
0.919000,6.083807
0.919500,3.798079
0.920000,-0.234195
0.920500,-2.687310
0.921000,-4.146619
0.921500,-2.761955
0.922000,-1.125486
0.922500,2.129412
0.923000,5.414307
0.923500,6.716271
0.924000,7.199411
0.924500,5.290103
0.925000,2.561416
0.925500,-1.209384
0.926000,-4.913176
0.926500,-6.579071
0.927000,-6.095971
0.927500,-4.523037
0.928000,-2.150398
0.928500,2.065833
0.929000,4.033621
0.929500,6.146928
0.930000,5.200657
0.930500,2.421350
0.931000,-1.099522
0.931500,-4.695782
0.932000,-6.783620
0.932500,-7.956107
0.933000,-6.599764
0.933500,-3.742959
0.934000,-1.039210
0.934500,1.892368
0.935000,3.411065
0.935500,3.517226
0.936000,1.614237
0.936500,-0.044728
0.937000,-2.463859
0.937500,-4.650870
0.938000,-6.335405
0.938500,-4.003891
0.939000,-0.753973
0.939500,2.284254
0.940000,6.090774
0.940500,7.636373
0.941000,9.084921
0.941500,7.109696
0.942000,4.623569
0.942500,0.249037
0.943000,-2.210748
0.943500,-4.034997
0.944000,-4.975871
0.944500,-3.570606
0.945000,-1.233637
0.945500,2.542225
0.946000,4.715715
0.946500,5.140649
0.947000,4.963330
0.947500,2.079997
0.948000,-1.510402
0.948500,-4.479016
0.949000,-5.904906
0.949500,-6.459182
0.950000,-5.317805
0.950500,-2.237152
0.951000,0.310809
0.951500,3.507462
0.952000,4.868064
0.952500,4.084919
0.953000,2.169633
0.953500,-1.697680
0.954000,-4.687106
0.954500,-7.269053
0.955000,-9.570316
0.955500,-6.860840
0.956000,-5.784085
0.956500,-1.095426
0.957000,3.200771
0.957500,5.250806
0.958000,5.682295
0.958500,4.902303
0.959000,3.426731
0.959500,-0.632918
0.960000,-1.857762
0.960500,-3.501383
0.961000,-3.421362
0.961500,-1.050815
0.962000,1.870818
0.962500,5.742190
0.963000,7.848516
0.963500,7.353054
0.964000,6.458879
0.964500,3.279776
0.965000,0.371920
0.965500,-4.197005
0.966000,-5.304320
0.966500,-6.419149
0.967000,-5.430988
0.967500,-2.384743
0.968000,0.932658
0.968500,3.583865
0.969000,5.570274
0.969500,4.628679
0.970000,2.091516
0.970500,-0.459798
0.971000,-4.458678
0.971500,-6.628988
0.972000,-7.706510
0.972500,-6.873657
0.973000,-3.372324
0.973500,-1.020980
0.974000,1.975248
0.974500,2.968151
0.975000,3.543057
0.975500,2.310160
0.976000,-0.965512
0.976500,-3.276843
0.977000,-6.498047
0.977500,-6.978185
0.978000,-6.032948
0.978500,-2.936361
0.979000,0.574078
0.979500,4.581144
0.980000,7.454007
0.980500,8.369767
0.981000,7.986046
0.981500,5.355893
0.982000,1.828645
0.982500,-1.545871
0.983000,-3.188228
0.983500,-4.042526
0.984000,-2.763526
0.984500,-0.027305
0.985000,3.572234
0.985500,4.718639
0.986000,6.514738
0.986500,4.617789
0.987000,3.021000
0.987500,0.186812
0.988000,-3.592557
0.988500,-6.060239
0.989000,-7.009183
0.989500,-5.565904
0.990000,-2.988412
0.990500,0.145415
0.991000,3.317866
0.991500,5.188801
0.992000,4.637340
0.992500,2.619666
0.993000,-0.889120
0.993500,-3.823986
0.994000,-6.700029
0.994500,-8.221353
0.995000,-7.386530
0.995500,-5.426838
0.996000,-1.902292
0.996500,1.577921
0.997000,4.060735
0.997500,4.952502
0.998000,5.340558
0.998500,2.134054
0.999000,-0.734320
0.999500,-2.736887
